sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:sourceConceptId,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
AA3AI,Cone beam CT of facial bones,1568,,2001300131,Kasvon luiden kartiokeilatutkimus,NCSPfi Level 3,Procedure,2014-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,37397604,Cone beam CT of facial bone,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA3BD,Extensive CT of face,-1,,2001300132,Kasvojen laaja tietokonetomografiatutkimus,NCSPfi Level 3,Procedure,2011-01-01,2021-12-31,0.00,APPROVED,UNREVIEWED,tays,1625011200000,4061008,CT of face,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA4BG,MRI examination of sella turcica with high intensity magnet,199,,2001300141,Sellan magneettitutkimus,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tyks,1623888000000,4082980,MRI of pituitary fossa,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA4BM,MRI examination of sella turcica with 3 Tesla magnet,37,,2001300142,Sellan 3 Teslan MT,NCSPfi Level 3,Procedure,2009-01-01,2016-12-31,0.00,APPROVED,UNREVIEWED,tays,1625011200000,36713234,MRI of sella turcica without contrast,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA4CG,Extensive MRI examination of sella turcica with high intensity magnet,2145,,2001300145,Sellan laaja magneettitutkimus,NCSPfi Level 3,Procedure,2003-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,2789364,Magnetic Resonance Imaging (MRI) of Sella Turcica/Pituitary Gland,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA4CM,Extensive MRI examination of sella turcica with 3 Tesla magnet,601,,2001300146,Sellan laaja 3 Teslan MT,NCSPfi Level 3,Procedure,2009-01-01,2016-12-31,0.00,APPROVED,UNREVIEWED,tays,1625011200000,36713234,MRI of sella turcica without contrast,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA4DG,Very extensive MRI examination of sella turcica with high intensity magnet,137,,2001300148,Sellan erittäin laaja magneettitutkimus,NCSPfi Level 3,Procedure,2003-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1625011200000,36713234,MRI of sella turcica without contrast,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5AK,Brain spectroscopy,-1,,2001300152,Aivojen spektroskopia,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,TYKS,1624924800000,4084305,Magnetic resonance spectroscopy of head,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5BD,CT of cerebral ischaemia,1396,,2001300158,Aivoiskemian tietokonetomografiatutkimus,NCSPfi Level 3,Procedure,2016-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4198764,CT of brain perfusion,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5BD,CT of cerebral ischaemia,1396,,2001300158,Aivoiskemian tietokonetomografiatutkimus,NCSPfi Level 3,Procedure,2016-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,45765481,CT angiography of head and neck with contrast,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5DP,Brain metabolism PET,-1,,2001300165,Aivojen hapenkulutuksen/aineenvaihdunnan PET,NCSPfi Level 3,Procedure,2009-01-01,2018-11-30,0.00,APPROVED,UNREVIEWED,TYKS,1631577600000,2212018,"Brain imaging, positron emission tomography (PET); metabolic evaluation",Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5DR,Brain metabolism PET with CT,108,,2001300166,Aivojen hapenkulutuksen tai aineenvaihdunnan PET-tietokonetomografiatutkimus,NCSPfi Level 3,Procedure,2009-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tyks,1623888000000,37109091,PET CT of brain,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5EN,Brain reseptor or transprot protein distribution isotope imaging,356,,2001300168,Aivoreseptoreiden tai kuljettajaproteiinien gammakuvaus,NCSPfi Level 3,Procedure,2009-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,TYKS,1624320000000,4346514,Radionuclide study of neural receptors,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5FK,Functional assessment (fMRI) of brain,-1,,2001300174,Aivojen toiminnallinen tutkimus (fMRI),NCSPfi Level 3,Procedure,2011-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1625011200000,44801877,Functional magnetic resonance imaging of head,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5HE,Brain ultrasound examination in a child,742,,2001300182,Lapsen aivojen ultraäänitutkimus,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,2789561,Ultrasonography of Brain,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5JP,Brain metabolism extensive PET,-1,,2001300186,Aivojen aineenvaihdunnan laaja PET,NCSPfi Level 3,Procedure,2009-01-01,2018-11-30,0.00,APPROVED,UNREVIEWED,TYKS,1624320000000,2212018,"Brain imaging, positron emission tomography (PET); metabolic evaluation",Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5JS,Extensive PET-MRI of brain metabolism,-1,,2001300187,Aivojen aineenvaihdunnan laaja PET-magneettitutkimus,NCSPfi Level 3,Procedure,2014-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,TYKS,1631577600000,2212018,"Brain imaging, positron emission tomography (PET); metabolic evaluation",Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5JS,Extensive PET-MRI of brain metabolism,-1,,2001300187,Aivojen aineenvaihdunnan laaja PET-magneettitutkimus,NCSPfi Level 3,Procedure,2014-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,TYKS,1631577600000,36685426,PET MRI of head,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5LP,Brain reseptor or transportprotein extensive PET,-1,,2001300191,Aivojen reseptoreiden/transportterien laaja PET,NCSPfi Level 3,Procedure,2009-01-01,2018-11-30,0.00,APPROVED,UNREVIEWED,TYKS,1624320000000,4346514,Radionuclide study of neural receptors,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5NK,Tractography within white matter of central nervous system,-1,,2001300193,Keskushermoston traktografia,NCSPfi Level 3,Procedure,2009-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tyks,1623888000000,40489396,Diffusion tensor magnetic resonance imaging of cerebral nerve tracts,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5PD,CT examination of brain pefusion,906,,2001300195,Aivojen perfuusio-TT,NCSPfi Level 3,Procedure,2003-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4198764,CT of brain perfusion,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA5SP,Brain reseptor or transport protein very extensive PET,-1,,2001300199,Aivojen reseptoreiden/transportterien erittäin laaja PET,NCSPfi Level 3,Procedure,2009-01-01,2018-11-30,0.00,APPROVED,UNREVIEWED,TYKS,1631577600000,35608075,Positron emission tomography of brain,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA6AD,Cranial bones CT examination,54,,2001300203,Kallon luiden tietokonetomografiatutkimus,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1625011200000,4058334,CT of skull,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA6BD,Cranial bones extensive CT examination,-1,,2001300204,Kallon luiden laaja tietokonetomografiatutkimus,NCSPfi Level 3,Procedure,2003-01-01,2021-12-31,0.00,APPROVED,UNREVIEWED,tays,1625011200000,4058334,CT of skull,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AA7AA,Liquor cerebri shunt X-ray examinatin without contrast,584,,2001300207,Aivonesteyhdystien ja laitteiston röntgen (sunttiröntgen),NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1623974400000,40483836,X-ray of cerebrospinal fluid shunt,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
PA2AC,Cerebral angiography with X-ray,309,,2001300222,Aivovaltimoiden varjoainetutkimus,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tyks,1623888000000,4138836,Arteriography of cerebral arteries,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
PA2AD,CT angiography of brain,936,,2001300223,Aivovaltimoiden TT-angiografia,NCSPfi Level 3,Procedure,2003-01-01,2030-12-31,0.00,INVALID_TARGET,UNREVIEWED,tays,1596153600000,0,Unmapped,,MAPS_TO,Invalid existing target: 37109061,,0,
PA2BC,Cerebral extensive angiography with X-ray,587,,2001300225,Aivovaltimoiden laaja varjoainetutkimus,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,TYKS,1624320000000,4107292,Angiography of cervicocerebral arteries,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
PA2BD,Extensive CT angiography of brain,1993,,2001300226,Aivovaltimoiden laaja TT-angiografia,NCSPfi Level 3,Procedure,2003-01-01,2021-12-31,0.00,INVALID_TARGET,UNREVIEWED,tays,1596153600000,0,Unmapped,,MAPS_TO,Invalid existing target: 37109061,,0,
PA2CC,Cerebral very extensive angiography with X-ray,370,,2001300227,Aivovaltimoiden erittäin laaja varjoainetutkimus,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1623974400000,4138836,Arteriography of cerebral arteries,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
PA3AC,Carotis angiography with X-ray,1891,,2001300228,Karotisvaltimoiden selektiivinen varjoainetutkimus,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4119903,Selective carotid artery arteriography,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
PA4AC,Vertebralis angiography with X-ray,1002,,2001300230,Nikamavaltimoiden varjoainetutkimus,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4022024,Vertebral arteriogram,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
PA7AC,Angiography of arteries of neck and brain,-1,,2001300232,Kaula- ja aivovaltimoiden varjoainetutkimus,NCSPfi Level 3,Procedure,2003-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1625011200000,4276939,Arteriography of head and neck,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
PA7AD,CT angiography of head and neck vasculature,431,,2001300233,Pään ja kaulan verisuonten TT-angiografia,NCSPfi Level 3,Procedure,2017-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,TYKS,1624320000000,45765481,CT angiography of head and neck with contrast,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
PA7BD,CT angiography of neck and brain,1217,,2001300235,Pään ja kaulan verisuonten laaja TT-angiografia,NCSPfi Level 3,Procedure,2009-01-01,2021-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,45765481,CT angiography of head and neck with contrast,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
PA7CD,"CT angiography of neck and brain, extensive",1846,,2001300238,Pään ja kaulan verisuonten erittäin laaja TT-angiografia,NCSPfi Level 3,Procedure,2009-01-01,2021-12-31,0.00,INVALID_TARGET,UNREVIEWED,tays,1623974400000,0,Unmapped,,MAPS_TO,Invalid existing target: 37109061,,0,
AAA00,Exploratory craniotomy,28,,2001300244,Kallon aukaisu tutkimustarkoituksessa,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4075430,Exploratory open craniotomy,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAA27,Insertion of intracerebral pressure monitoring device,104,,2001300248,Aivokudoksen paineanturin asettaminen,NCSPfi Level 3,Procedure,2000-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1623974400000,4045610,Introduction of intracranial pressure measuring device,Observation,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAA50,Intracranial endoscopy,-1,,2001300253,Aivojen tähystys,NCSPfi Level 3,Procedure,2007-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4163842,Intracranial endoscopy,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAB00,Extirpation of intracranial lesion,2145,,2001300256,Aivokasvaimen tai aivomuutoksen poisto,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4065161,Excision of lesion of brain tissue,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAB10,Partial excision of intracranial lesion,2721,,2001300257,Aivokasvaimen tai aivomuutoksen poisto osittain,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,40486442,Partial excision of lesion of brain,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAC00,Ligature of intracranial aneurysm,649,,2001300262,Aivovaltimopullistuman kaulan sulkeminen,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4047008,Ligation of intracranial aneurysm,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAC15,Trapping of intracranial aneurysm,-1,,2001300265,Aivovaltimopullistuman menevän ja tulevan valtimon sulkeminen,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4045870,Trapping of intracranial aneurysm,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAC40,Extirpation of intracranial arterio-venous malformation,46,,2001300268,Aivoverisuoniepämuodostuman poisto,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1623974400000,4045952,Excision of intracranial arteriovenous malformation,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAD00,Evacuation of epidural haematoma,61,,2001300271,"Verihyytymän poisto kovan aivokalvon päältä, epiduraalitilasta",NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1623974400000,4063759,Evacuation of intracranial extradural hematoma,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAD05,Evacuation of acute subdural haematoma,295,,2001300272,"Verihyytymän poisto kovan aivokalvon alta, akuutti subduraali",NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,TYKS,1624320000000,4242877,Evacuation of subdural hematoma,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAD10,Evacuation of chronic subdural haematoma,1102,,2001300273,"Verihyytymän poisto kovan aivokalvon alta, krooninen subduraali",NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tyks,1623888000000,4242877,Evacuation of subdural hematoma,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAD15,Evacuation of traumatic intracerebral haematoma,122,,2001300275,Aivokudoksen verihyytymän tai ruhjeen poisto,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1623974400000,4019540,Evacuation of intracerebral hematoma,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAE32,Translabyrinthine excision acoustic neurinome,-1,,2001300288,Akustikusneurinooman poisto translabyrintaarisesti,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,TYKS,1624924800000,4103961,Removal of acoustic neuroma,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAE32,Translabyrinthine excision acoustic neurinome,-1,,2001300288,Akustikusneurinooman poisto translabyrintaarisesti,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,TYKS,1624924800000,4127940,Translabyrinthine approach,Observation,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAE99,Other operation by cranial base approach,-1,,2001300292,Muu kallonpohjan kautta tehtävä leikkaus,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,TYKS,1624924800000,4233946,Operative procedure on head,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAF00,Ventriculostomy,561,,2001300294,Aivokammioavanteen teko,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4271587,Ventriculostomy,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAF05,Ventriculoperitoneal shunt,730,,2001300295,Aivokammion kanavointi vatsaonteloon,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4188466,Ventriculoperitoneal shunt,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAF10,Lumboperitoneal shunt,10,,2001300296,Selkäydinkanavan kanavointi vatsaonteloon,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4066308,Creation of lumboperitoneal shunt,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAF15,Ventriculoatrial shunt,77,,2001300297,Aivokammion kanavointi sydämen eteiseen,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4222516,Ventriculoatrial anastomosis with valve,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAF20,Revision of shunt of ventricle of brain,466,,2001300298,Aivonesteyhdystien korjaaminen,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,TYKS,1624320000000,4218755,Revision of cerebral ventricular shunt,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAF25,Removal of shunt of ventricle of brain,168,,2001300299,Aivonesteyhdystien poisto,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1623974400000,4048938,Removal of shunt tubing from ventricle of brain,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAF35,Implantation of reservoir for intraventricular therapy,-1,,2001300301,Aivokammioiden sisäisen lääkehoidon toteuttamiseen tarkoitetun ihonalaisen säiliön asettaminen,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1623974400000,4171393,Implantation of Ommaya reservoir,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAG00,Stereotactic intracranial biopsy,202,,2001300307,Koepalan otto stereotaktisen laitteen avulla,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1623974400000,4062876,Stereotactic biopsy of brain,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAG20,Stereotactic intracranial implantation of electrodes,91,,2001300309,Stereotaktinen aivoelektrodien asettaminen,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1623974400000,40489804,Implantation of electrode into brain using stereotactic guidance,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAH20,Decompression of cranial nerve,14,,2001300316,Aivohermon vapautus,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1596153600000,4311112,Decompression of cranial nerve,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
AAH30,Thermal destruction of cranial nerve,81,,2001300317,Aivohermon polttaminen tai jäädyttäminen,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,0.00,APPROVED,UNREVIEWED,tays,1625011200000,4251037,Destruction of cranial nerve,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,
