sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:sourceConceptId,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
OPER_OUT|32,OPER_OUT | Service Sector: Enhanced service housing for the elderly,0,,2002300116,OPER_OUT | Palvelua: Iäkkäiden tehostettu palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|33,INPAT | Service Sector: Institutional care for the demented,0,,2002300117,INPAT | Palvelua: Dementoituneen laitoshoito,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|33,OUTPAT | Service Sector: Institutional care for the demented,0,,2002300118,OUTPAT | Palvelua: Dementoituneen laitoshoito,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|33,OPER_IN | Service Sector: Institutional care for the demented,0,,2002300119,OPER_IN | Palvelua: Dementoituneen laitoshoito,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|33,OPER_OUT | Service Sector: Institutional care for the demented,0,,2002300120,OPER_OUT | Palvelua: Dementoituneen laitoshoito,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|34,"INPAT | Service Sector: Enhanced, ie 24h per day, for the demented",0,,2002300121,INPAT | Palvelua: Dementoituneen tehostettu eli ympärivuorokautinen palveluasuminen,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|34,"OUTPAT | Service Sector: Enhanced, ie 24h per day, for the demented",0,,2002300122,OUTPAT | Palvelua: Dementoituneen tehostettu eli ympärivuorokautinen palveluasuminen,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|34,"OPER_IN | Service Sector: Enhanced, ie 24h per day, for the demented",0,,2002300123,OPER_IN | Palvelua: Dementoituneen tehostettu eli ympärivuorokautinen palveluasuminen,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|34,"OPER_OUT | Service Sector: Enhanced, ie 24h per day, for the demented",0,,2002300124,OPER_OUT | Palvelua: Dementoituneen tehostettu eli ympärivuorokautinen palveluasuminen,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|38,INPAT | Service Sector: Service housing for the elderly,0,,2002300125,INPAT | Palvelua: Iäkkäiden palveluasuminen,SRC|ServiceSector,Visit,2022-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|38,OUTPAT | Service Sector: Service housing for the elderly,0,,2002300126,OUTPAT | Palvelua: Iäkkäiden palveluasuminen,SRC|ServiceSector,Visit,2022-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|38,OPER_IN | Service Sector: Service housing for the elderly,0,,2002300127,OPER_IN | Palvelua: Iäkkäiden palveluasuminen,SRC|ServiceSector,Visit,2022-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|38,OPER_OUT | Service Sector: Service housing for the elderly,0,,2002300128,OPER_OUT | Palvelua: Iäkkäiden palveluasuminen,SRC|ServiceSector,Visit,2022-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|41,INPAT | Service Sector: Institutional service for the mentally handicapped,0,,2002300129,INPAT | Palvelua: Kehitysvammaisten laitospalvelu,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|41,OUTPAT | Service Sector: Institutional service for the mentally handicapped,0,,2002300130,OUTPAT | Palvelua: Kehitysvammaisten laitospalvelu,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|41,OPER_IN | Service Sector: Institutional service for the mentally handicapped,0,,2002300131,OPER_IN | Palvelua: Kehitysvammaisten laitospalvelu,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|41,OPER_OUT | Service Sector: Institutional service for the mentally handicapped,0,,2002300132,OPER_OUT | Palvelua: Kehitysvammaisten laitospalvelu,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|42,INPAT | Service Sector: Enhanced service housing for the mentally handicapped,0,,2002300133,INPAT | Palvelua: Kehitysvammaisten tehostettu palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|42,OUTPAT | Service Sector: Enhanced service housing for the mentally handicapped,0,,2002300134,OUTPAT | Palvelua: Kehitysvammaisten tehostettu palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|42,OPER_IN | Service Sector: Enhanced service housing for the mentally handicapped,0,,2002300135,OPER_IN | Palvelua: Kehitysvammaisten tehostettu palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|42,OPER_OUT | Service Sector: Enhanced service housing for the mentally handicapped,0,,2002300136,OPER_OUT | Palvelua: Kehitysvammaisten tehostettu palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|43,INPAT | Service Sector: Service housing for the mentally handicapped,0,,2002300137,INPAT | Palvelua: Kehitysvammaisten palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|43,OUTPAT | Service Sector: Service housing for the mentally handicapped,0,,2002300138,OUTPAT | Palvelua: Kehitysvammaisten palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|43,OPER_IN | Service Sector: Service housing for the mentally handicapped,0,,2002300139,OPER_IN | Palvelua: Kehitysvammaisten palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|43,OPER_OUT | Service Sector: Service housing for the mentally handicapped,0,,2002300140,OPER_OUT | Palvelua: Kehitysvammaisten palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|44,INPAT | Service Sector: Supported housing for the mentally handicapped,0,,2002300141,INPAT | Palvelua: Kehitysvammaisten tuettu asuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|44,OUTPAT | Service Sector: Supported housing for the mentally handicapped,0,,2002300142,OUTPAT | Palvelua: Kehitysvammaisten tuettu asuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|44,OPER_IN | Service Sector: Supported housing for the mentally handicapped,0,,2002300143,OPER_IN | Palvelua: Kehitysvammaisten tuettu asuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|44,OPER_OUT | Service Sector: Supported housing for the mentally handicapped,0,,2002300144,OPER_OUT | Palvelua: Kehitysvammaisten tuettu asuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|5,INPAT | Service Sector: Substance abuse treatment facility service,3289,,2002300145,INPAT | Palvelua: Päihdehuollon laitospalvelu,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,INVALID_TARGET,UNREVIEWED,Sam,1674691200000,0,Unmapped,,MAPS_TO,Invalid existing target: 38004257,,0,
OUTPAT|5,OUTPAT | Service Sector: Substance abuse treatment facility service,0,,2002300146,OUTPAT | Palvelua: Päihdehuollon laitospalvelu,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|5,OPER_IN | Service Sector: Substance abuse treatment facility service,0,,2002300147,OPER_IN | Palvelua: Päihdehuollon laitospalvelu,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|5,OPER_OUT | Service Sector: Substance abuse treatment facility service,0,,2002300148,OPER_OUT | Palvelua: Päihdehuollon laitospalvelu,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|6,INPAT | Service Sector: Rehabilitation facility care,31855,,2002300149,INPAT | Palvelua: Kuntoutuslaitoshoito,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,INVALID_TARGET,UNREVIEWED,Sam,1674691200000,581479,Ambulatory Rehabilitation Visit,Visit,MAPS_TO,Invalid existing target: 38004285,Javier,1674691200000,
OUTPAT|6,OUTPAT | Service Sector: Rehabilitation facility care,0,,2002300150,OUTPAT | Palvelua: Kuntoutuslaitoshoito,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|6,OPER_IN | Service Sector: Rehabilitation facility care,0,,2002300151,OPER_IN | Palvelua: Kuntoutuslaitoshoito,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|6,OPER_OUT | Service Sector: Rehabilitation facility care,0,,2002300152,OPER_OUT | Palvelua: Kuntoutuslaitoshoito,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|7,INPAT | Service Sector: domiciliary care,632,,2002300153,INPAT | Palvelua: Kotihoito,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,INVALID_TARGET,UNREVIEWED,Sam,1674691200000,581476,Home Visit,Visit,MAPS_TO,Invalid existing target: 38004311,Javier,1674691200000,
OUTPAT|7,OUTPAT | Service Sector: domiciliary care,0,,2002300154,OUTPAT | Palvelua: Kotihoito,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|7,OPER_IN | Service Sector: domiciliary care,0,,2002300155,OPER_IN | Palvelua: Kotihoito,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|7,OPER_OUT | Service Sector: domiciliary care,0,,2002300156,OPER_OUT | Palvelua: Kotihoito,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|8,INPAT | Service Sector: Other service sector,5358,,2002300157,INPAT | Palvelua: Muu palveluala,SRC|ServiceSector,Visit,1995-01-01,2010-12-31,0.00,INVALID_TARGET,UNREVIEWED,Sam,1674691200000,9202,Outpatient Visit,Visit,MAPS_TO,Invalid existing target: 8892,Javier,1674691200000,
OUTPAT|8,OUTPAT | Service Sector: Other service sector,0,,2002300158,OUTPAT | Palvelua: Muu palveluala,SRC|ServiceSector,Visit,1995-01-01,2010-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|8,OPER_IN | Service Sector: Other service sector,0,,2002300159,OPER_IN | Palvelua: Muu palveluala,SRC|ServiceSector,Visit,1995-01-01,2010-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|8,OPER_OUT | Service Sector: Other service sector,0,,2002300160,OPER_OUT | Palvelua: Muu palveluala,SRC|ServiceSector,Visit,1995-01-01,2010-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|81,INPAT | Service Sector: Service housing,0,,2002300161,INPAT | Palvelua: Palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|81,OUTPAT | Service Sector: Service housing,0,,2002300162,OUTPAT | Palvelua: Palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|81,OPER_IN | Service Sector: Service housing,0,,2002300163,OPER_IN | Palvelua: Palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|81,OPER_OUT | Service Sector: Service housing,0,,2002300164,OPER_OUT | Palvelua: Palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|82,INPAT | Service Sector: Service housing for mental health rehabilitators,0,,2002300165,INPAT | Palvelua: Mielenterveyskuntoutujien palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|82,OUTPAT | Service Sector: Service housing for mental health rehabilitators,0,,2002300166,OUTPAT | Palvelua: Mielenterveyskuntoutujien palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|82,OPER_IN | Service Sector: Service housing for mental health rehabilitators,0,,2002300167,OPER_IN | Palvelua: Mielenterveyskuntoutujien palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|82,OPER_OUT | Service Sector: Service housing for mental health rehabilitators,0,,2002300168,OPER_OUT | Palvelua: Mielenterveyskuntoutujien palveluasuminen,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|83,INPAT | Service Sector: day care,0,,2002300169,INPAT | Palvelua: Päiväsairaalahoito,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|83,OUTPAT | Service Sector: day care,339591,,2002300170,OUTPAT | Palvelua: Päiväsairaalahoito,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,INVALID_TARGET,UNREVIEWED,Sam,1674691200000,0,Unmapped,,MAPS_TO,Invalid existing target: 38004207,,0,
OPER_IN|83,OPER_IN | Service Sector: day care,0,,2002300171,OPER_IN | Palvelua: Päiväsairaalahoito,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|83,OPER_OUT | Service Sector: day care,113037,,2002300172,OPER_OUT | Palvelua: Päiväsairaalahoito,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,0.00,INVALID_TARGET,UNREVIEWED,Sam,1674691200000,0,Unmapped,,MAPS_TO,Invalid existing target: 38004207,,0,
INPAT|84,INPAT | Service Sector: Enhanced service housing for the severely disabled,0,,2002300173,INPAT | Palvelua: Vaikeavammaisten tehostettu palveluasuminen,SRC|ServiceSector,Visit,2006-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|84,OUTPAT | Service Sector: Enhanced service housing for the severely disabled,0,,2002300174,OUTPAT | Palvelua: Vaikeavammaisten tehostettu palveluasuminen,SRC|ServiceSector,Visit,2006-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|84,OPER_IN | Service Sector: Enhanced service housing for the severely disabled,0,,2002300175,OPER_IN | Palvelua: Vaikeavammaisten tehostettu palveluasuminen,SRC|ServiceSector,Visit,2006-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|84,OPER_OUT | Service Sector: Enhanced service housing for the severely disabled,0,,2002300176,OPER_OUT | Palvelua: Vaikeavammaisten tehostettu palveluasuminen,SRC|ServiceSector,Visit,2006-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|85,INPAT | Service Sector: Enhanced service housing for mental health rehabilitators,0,,2002300177,INPAT | Palvelua: Mielenterveyskuntoutujien tehostettu palveluasuminen,SRC|ServiceSector,Visit,2006-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|85,OUTPAT | Service Sector: Enhanced service housing for mental health rehabilitators,0,,2002300178,OUTPAT | Palvelua: Mielenterveyskuntoutujien tehostettu palveluasuminen,SRC|ServiceSector,Visit,2006-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|85,OPER_IN | Service Sector: Enhanced service housing for mental health rehabilitators,0,,2002300179,OPER_IN | Palvelua: Mielenterveyskuntoutujien tehostettu palveluasuminen,SRC|ServiceSector,Visit,2006-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|85,OPER_OUT | Service Sector: Enhanced service housing for mental health rehabilitators,0,,2002300180,OPER_OUT | Palvelua: Mielenterveyskuntoutujien tehostettu palveluasuminen,SRC|ServiceSector,Visit,2006-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|86,INPAT | Service Sector: Day care for the elderly in a nursing home / service center,0,,2002300181,INPAT | Palvelua: Vanhainkodin/ palvelukeskuksen vanhusten päivähoito,SRC|ServiceSector,Visit,2007-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|86,OUTPAT | Service Sector: Day care for the elderly in a nursing home / service center,0,,2002300182,OUTPAT | Palvelua: Vanhainkodin/ palvelukeskuksen vanhusten päivähoito,SRC|ServiceSector,Visit,2007-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|86,OPER_IN | Service Sector: Day care for the elderly in a nursing home / service center,0,,2002300183,OPER_IN | Palvelua: Vanhainkodin/ palvelukeskuksen vanhusten päivähoito,SRC|ServiceSector,Visit,2007-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|86,OPER_OUT | Service Sector: Day care for the elderly in a nursing home / service center,0,,2002300184,OPER_OUT | Palvelua: Vanhainkodin/ palvelukeskuksen vanhusten päivähoito,SRC|ServiceSector,Visit,2007-01-01,2021-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|88,INPAT | Service Sector: Service housing for the severely disabled,0,,2002300185,INPAT | Palvelua: Vaikeavammaisten palveluasuminen,SRC|ServiceSector,Visit,2022-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OUTPAT|88,OUTPAT | Service Sector: Service housing for the severely disabled,0,,2002300186,OUTPAT | Palvelua: Vaikeavammaisten palveluasuminen,SRC|ServiceSector,Visit,2022-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_IN|88,OPER_IN | Service Sector: Service housing for the severely disabled,0,,2002300187,OPER_IN | Palvelua: Vaikeavammaisten palveluasuminen,SRC|ServiceSector,Visit,2022-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
OPER_OUT|88,OPER_OUT | Service Sector: Service housing for the severely disabled,0,,2002300188,OPER_OUT | Palvelua: Vaikeavammaisten palveluasuminen,SRC|ServiceSector,Visit,2022-01-01,2099-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
INPAT|91,INPAT | Service Sector: Emergency visit,0,,2002300189,INPAT | Palvelua: Päivystyskäynti,SRC|ServiceSector,Visit,1995-01-01,2018-12-31,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
