sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:sourceConceptId,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
A18.3+K67.3,Tuberculous peritonitis,-1,,2000500134,Tuberkuloottinen vatsakalvotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,194268,Tuberculous peritonitis,Condition,MAPS_TO,,TAYS,1623974400000,
A18.3+K93.0,"Tuberculous disease of the intestines, peritoneum and mesentery glands",-1,,2000500135,"Suoliston, vatsakalvon tai suoliliepeen imusolmukkeiden tuberkuloottinen sairaus",ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TYKS,1623888000000,196019,"Tuberculosis of intestines, peritoneum and mesenteric glands",Condition,MAPS_TO,,TYKS,1623888000000,
A18.4+H03.1,Lupus vulgaris of eyelid,-1,,2000500136,Silmäluomen lupus vulgaris,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,3655616,Infection of eyelid caused by Mycobacterium tuberculosis,Condition,MAPS_TO,,TAYS,1623974400000,
A18.5+H19.0,Lupus episcleritis,-1,,2000500137,Tuberkuloottinen episkleriitti,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4224176,Tuberculous episcleritis,Condition,MAPS_TO,,TAYS,1623974400000,
A18.5+H19.2,Keratitis and keratoconjunctivitis (interstitial) in tuberculosis,-1,,2000500138,Tuberkuloosiin liittyvä sarveiskalvotulehdus tai sarveis- ja sidekalvotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,374035,Keratitis,Condition,MAPS_TO,,TAYS,1623974400000,
A18.5+H19.2,Keratitis and keratoconjunctivitis (interstitial) in tuberculosis,-1,,2000500138,Tuberkuloosiin liittyvä sarveiskalvotulehdus tai sarveis- ja sidekalvotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4088086,Tuberculous keratoconjunctivitis,Condition,MAPS_TO,,TAYS,1623974400000,
A18.5+H22.0,Lupus iridocyclitis,-1,,2000500139,Tuberkuloottinen värikalvon ja sädekehän tulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,46269950,Iridocyclitis due to tuberculosis,Condition,MAPS_TO,,TAYS,1623974400000,
A18.5+H32.0,Lupus chorioretinitis,-1,,2000500140,Tuberkuloottinen suoni- ja verkkokalvon tulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4087293,Tuberculous chorioretinitis,Condition,MAPS_TO,,TAYS,1623974400000,
A18.6+H67.0,Tuberculous otitis media,-1,,2000500141,Tuberkuloottinen välikorvan tulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4311948,Tuberculous otitis media,Condition,MAPS_TO,,TAYS,1623974400000,
A18.7+E35.1,Tuberculosis of adrenal glands,-1,,2000500142,Lisämunuaistuberkuloosi,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,201779,Tuberculosis of adrenal glands,Condition,MAPS_TO,,TAYS,1623974400000,
A18.8+D77,Tuberculosis of spleen,-1,,2000500143,Pernan tuberkuloosi,ICD10fi Hierarchy,Condition,1998-08-19,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,195176,Tuberculosis of spleen,Condition,MAPS_TO,,TAYS,1623974400000,
A18.8+E35.0,Tuberculosis of thyroid gland,-1,,2000500144,Kilpirauhasen tuberkuloosi,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,141777,Tuberculosis of thyroid gland,Condition,MAPS_TO,,TAYS,1623974400000,
A18.8+I32.0,Tuberculosis of pericardium,-1,,2000500145,Sydänpussin tuberkuloosi,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4282614,Tuberculosis of pericardium,Condition,MAPS_TO,,TAYS,1623974400000,
A18.8+I39.8,Tuberculosis of endocardium,-1,,2000500146,Sydämen sisäkalvon tuberkuloosi,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4203012,Tuberculosis of endocardium,Condition,MAPS_TO,,TAYS,1623974400000,
A18.8+I41.0,Tuberculosis of myocardium,-1,,2000500147,Sydänlihaksen tuberkuloosi,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4264207,Tuberculosis of myocardium,Condition,MAPS_TO,,TAYS,1623974400000,
A18.8+I68.1,Tuberculous cerebral arteritis,-1,,2000500148,Tuberkuloottinen aivovaltimotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,380747,Cerebral arteritis,Condition,MAPS_TO,,TAYS,1623974400000,
A18.8+I68.1,Tuberculous cerebral arteritis,-1,,2000500148,Tuberkuloottinen aivovaltimotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,434557,Tuberculosis,Condition,MAPS_TO,,TAYS,1623974400000,
A18.8+K23.0,Tuberculous oesophagitis,-1,,2000500149,Ruokatorven tuberkuloosi,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,22820,Tuberculosis of esophagus,Condition,MAPS_TO,,TAYS,1623974400000,
A18.8+K77.0,Liver tuberculosis,-1,,2000500150,Maksan tuberkuloosi,ICD10fi Hierarchy,Condition,1998-08-19,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4091181,Tuberculosis of liver,Condition,MAPS_TO,,TAYS,1623974400000,
A21.2+J17.0,Pneumonia in tularemia,-1,,2000500152,Tularemiaan liittyvä keuhkokuume,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,258061,Pulmonary tularemia,Condition,MAPS_TO,,TAYS,1623974400000,
A22.1+J17.0,Pneumonia in anthrax,-1,,2000500153,Pernaruttoon liittyvä keuhkokuume,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,252548,Anthrax pneumonia,Condition,MAPS_TO,,TAYS,1623974400000,
A22.8+G01,Anthrax meningitis,-1,,2000500154,Pernaruton aiheuttama aivokalvotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,36717432,Meningitis caused by Bacillus anthracis,Condition,MAPS_TO,,TAYS,1623974400000,
A23.9+M49.1,Brucella spondylitis,-1,,2000500155,Määrittämättömän bruselloosin aiheuttama nikamatulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4068619,Brucella spondylitis,Condition,MAPS_TO,,TAYS,1623974400000,
A23.9+N16.0,Renal tubulo-interstitial disorders (due to)(in) brucellosis,-1,,2000500156,Bruselloosiin liittyvä tubulointerstitiaalinen munuaissairaus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,441497,Brucellosis,Condition,MAPS_TO,,TAYS,1623974400000,
A23.9+N16.0,Renal tubulo-interstitial disorders (due to)(in) brucellosis,-1,,2000500156,Bruselloosiin liittyvä tubulointerstitiaalinen munuaissairaus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4177206,Tubulointerstitial nephritis,Condition,MAPS_TO,,TAYS,1623974400000,
A27.9+G01,Leptospirosis meningitis,-1,,2000500157,Leptospiroosiin liittyvä aivokalvotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4090081,Leptospiral meningitis,Condition,MAPS_TO,,TAYS,1623974400000,
A28.10,Cat-scratch disease with oral manifestations,-1,,2000500158,Kissanraapaisutaudin suun alueen ilmentymät,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,440642,Cat scratch disease,Condition,MAPS_TO,,TAYS,1623974400000,
A28.10,Cat-scratch disease with oral manifestations,-1,,2000500158,Kissanraapaisutaudin suun alueen ilmentymät,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4060063,Mouth symptoms,Condition,MAPS_TO,,TAYS,1623974400000,
A28.19,Other or indefinite cat-scratch fever,-1,,2000500160,Muu tai määrittämätön kissanraapaisutauti,ICD10fi 1 Code,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,440642,Cat scratch disease,Condition,MAPS_TO,,TAYS,1623974400000,
A30.9+G63.0,Polyneuropathy in leprocy,-1,,2000500161,Lepraan liittyvä monihermosairaus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,432821,Leprosy,Condition,MAPS_TO,,TAYS,1623974400000,
A30.9+G63.0,Polyneuropathy in leprocy,-1,,2000500161,Lepraan liittyvä monihermosairaus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4174262,Polyneuropathy,Condition,MAPS_TO,,TAYS,1623974400000,
A30.9+M01.3,Arthritis in leprosy [Hansen's disease],-1,,2000500162,Lepraan liittyvä nivelinfektio,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,3654667,Arthritis caused by Mycobacterium leprae,Condition,MAPS_TO,,TAYS,1623974400000,
A31.80,Oral infection caused by Mycobacterium intracellulare,-1,,2000500163,Mycobacterium intracellulare-bakteerin aiheuttamat tulehdusmuutokset suussa,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4170116,Oral infection,Condition,MAPS_TO,,TAYS,1623974400000,
A31.80,Oral infection caused by Mycobacterium intracellulare,-1,,2000500163,Mycobacterium intracellulare-bakteerin aiheuttamat tulehdusmuutokset suussa,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4190193,Infection due to Mycobacterium intracellulare,Condition,MAPS_TO,,TAYS,1623974400000,
A31.81,Oral infection caused by Mycobacterium chelonei,-1,,2000500164,Mycobacterium chelonei-bakteerin aiheuttamat tulehdusmuutokset suussa,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4170116,Oral infection,Condition,MAPS_TO,,TAYS,1623974400000,
A31.81,Oral infection caused by Mycobacterium chelonei,-1,,2000500164,Mycobacterium chelonei-bakteerin aiheuttamat tulehdusmuutokset suussa,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4239616,Infection due to Mycobacterium chelonei,Condition,MAPS_TO,,TAYS,1623974400000,
A31.84,Oral infection caused by another or indefinite mycobacteria,-1,,2000500165,Muun tai määrittämättömän mykobakteerin aiheuttama suun alueen infektio,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,440631,Mycobacteriosis,Condition,MAPS_TO,,TAYS,1623974400000,
A31.84,Oral infection caused by another or indefinite mycobacteria,-1,,2000500165,Muun tai määrittämättömän mykobakteerin aiheuttama suun alueen infektio,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4170116,Oral infection,Condition,MAPS_TO,,TAYS,1623974400000,
A31.89,Other mycobacterial infections,-1,,2000500166,Muu mykobakteriaalinen infektio,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1596153600000,4009326,Mycobacterial infection (excluding tuberculosis AND leprosy),Condition,MAPS_TO,,TAYS,1596153600000,
A32.1+G01,Listerial meningitis,-1,,2000500167,Listerian aiheuttama aivokalvotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4136344,Listeria meningitis,Condition,MAPS_TO,,TAYS,1623974400000,
A32.1+G05.0,"Encephalitis, myelitis or encephalomyelitis (in) listerial",-1,,2000500168,Listerioosiin liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,438059,Listeriosis,Condition,MAPS_TO,,TAYS,1623974400000,
A32.1+G05.0,"Encephalitis, myelitis or encephalomyelitis (in) listerial",-1,,2000500168,Listerioosiin liittyvä aivotulehdus/selkäydintulehdus/aivo-selkäydintulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4147498,"Encephalitis, myelitis and encephalomyelitis",Condition,MAPS_TO,,TAYS,1623974400000,
A32.8+I39.8,Listerial endocarditis,-1,,2000500169,Listerian aiheuttama sydämen sisäkalvon tulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4091311,Listerial endocarditis,Condition,MAPS_TO,,TAYS,1623974400000,
A32.8+I68.1,Listerial cerebral arteritis,-1,,2000500170,Listerian aiheuttama aivovaltimotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4088222,Listerial cerebral arteritis,Condition,MAPS_TO,,TAYS,1623974400000,
A36.8+G63.0,Diphtheritic polyneuritis,-1,,2000500171,Kurkkumädän aiheuttama monihermotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4077816,Infection due to Corynebacterium diphtheriae,Condition,MAPS_TO,,TAYS,1623974400000,
A36.8+G63.0,Diphtheritic polyneuritis,-1,,2000500171,Kurkkumädän aiheuttama monihermotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4296728,Polyneuritis,Condition,MAPS_TO,,TAYS,1623974400000,
A36.8+H13.1,Diphtheritic conjunctivitis,-1,,2000500172,Kurkkumädän aiheuttama sidekalvotulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,442552,Conjunctival diphtheria,Condition,MAPS_TO,,TAYS,1623974400000,
A36.8+I41.0,Diphtheritic myocarditis,-1,,2000500173,Kurkkumädän aiheuttama sydänlihastulehdus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,443778,Diphtheritic myocarditis,Condition,MAPS_TO,,TAYS,1623974400000,
A36.8+I43.0,Cardiomyopathy in diphtheria,-1,,2000500174,Kurkkumädän sydänlihassairaus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,46269894,Cardiomyopathy due to diphtheria,Condition,MAPS_TO,,TAYS,1623974400000,
A36.8+N16.0,Renal tubulo-interstitial disorders (due to)(in) diphtheria,-1,,2000500175,Kurkkumätään liittyvä tubulointerstitiaalinen munuaissairaus,ICD10fi Hierarchy,Condition,1900-01-01,2099-12-31,0.00,APPROVED,UNREVIEWED,TAYS,1623974400000,4077816,Infection due to Corynebacterium diphtheriae,Condition,MAPS_TO,,TAYS,1623974400000,
